Close	High	Low	Open	Volume	datetime	companyName	SMA20	SMA40	pivotHigh	pivotLow	isPivot	rcb01_01	PM40_PM20	trendH	trendcurrhigh	cdlengulfing	cdlhammer	cdlmorningstar	cdlpiercing	cdlclosingmarubozu	cdlmarubozu	cdl3whitesoldiers	cdlharami	cdlharamicross	cdlinvertdhammer	cdlladderbottom	Vela_Verde	Third_Level	Above_Third	bearishSlope	ind_posicion	promVol	sl_highs	r_sq_h	isBreakOut	isBreakOutFinal	breakpointpos	caso
411.9024963378906	412.1199951171875	411.0950012207031	411.4100036621094	7173187	2023-04-13 16:30:00+00:00	SPY	410.1809967041016					0				0	0	0	0	0	0	0	0	0	0	0	True	411.7516682942708	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413	0.0			1
413.13751220703125	413.44000244140625	411.7709045410156	411.9100036621094	8754863	2023-04-13 17:30:00+00:00	SPY	410.40137176513673					0				0	0	0	0	0	0	0	0	0	0	0	True	412.46636962890625	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413	0.0			1
413.5849914550781	413.7898864746094	412.94000244140625	413.1300048828125	12894009	2023-04-13 18:30:00+00:00	SPY	410.59737091064454		413.79088647460935		1.0	0				0	0	0	0	0	0	0	0	0	0	0	True	413.4132995605469	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413	0.0			1
413.4599914550781	413.8399963378906	413.1300048828125	413.5899963378906	15617876	2023-04-13 19:30:00+00:00	SPY	410.77012023925784					0				0	0	0	0	0	0	0	0	0	0	0	False	413.82666015625	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413	0.0			1
412.3384094238281	415.0899963378906	412.1400146484375	412.80999755859375	18111203	2023-04-14 13:30:00+00:00	SPY	410.8955413818359					0				0	0	0	0	0	0	0	0	0	0	0	False	413.79332478841144	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413	0.0			1
411.5799865722656	412.760009765625	411.4800109863281	412.3500061035156	9529338	2023-04-14 14:30:00+00:00	SPY	410.9590408325195					0				0	0	0	0	-100	0	0	0	0	0	0	False	412.77667236328125	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413	0.0			1
411.1499938964844	411.8999938964844	411.0	411.5799865722656	7061819	2023-04-14 15:30:00+00:00	SPY	410.992041015625					0				0	0	0	0	0	0	0	0	0	0	0	False	411.87998453776044	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413	0.0			1
410.6099853515625	411.5400085449219	410.1300048828125	411.1400146484375	7822397	2023-04-14 16:30:00+00:00	SPY	410.97554473876954			410.1310048828125	2.0	0				0	0	0	0	0	0	0	0	0	0	0	False	411.6100158691406	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.8900146484375	411.9200134277344	410.05999755859375	410.6076965332031	6823518	2023-04-14 17:30:00+00:00	SPY	411.021044921875					0				100	0	0	0	100	0	0	0	0	0	0	True	411.2277018229167	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.79400634765625	412.19000244140625	410.69500732421875	411.8900146484375	10680050	2023-04-14 18:30:00+00:00	SPY	411.12574462890626					0				0	0	0	0	0	0	0	0	0	0	0	False	412.3883463541667	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.5199890136719	412.7850036621094	411.69000244140625	411.79998779296875	10190136	2023-04-14 19:30:00+00:00	SPY	411.1732437133789					0				0	0	0	0	0	0	0	0	0	0	0	True	412.1649881998698	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.75	413.19000244140625	412.2300109863281	412.3699951171875	10282113	2023-04-17 13:30:00+00:00	SPY	411.3313690185547					0				0	0	0	0	0	0	0	0	0	0	0	True	412.6899922688802	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.1499938964844	413.1099853515625	411.93011474609375	412.75	8070468	2023-04-17 14:30:00+00:00	SPY	411.41236877441406					0				0	0	0	0	0	0	0	0	0	0	0	False	413.14329020182294	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.7132873535156	412.1449890136719	411.2099914550781	412.1400146484375	7159835	2023-04-17 15:30:00+00:00	SPY	411.4385330200195					0				0	100	0	0	0	0	0	0	0	0	0	False	412.45168050130206	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.9859924316406	412.1199951171875	411.42498779296875	411.7099914550781	5485720	2023-04-17 16:30:00+00:00	SPY	411.55633239746095					0				0	0	0	0	0	0	0	0	0	0	0	True	411.94166056315106	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.6400146484375	412.1000061035156	411.0849914550781	412.0249938964844	6037900	2023-04-17 17:30:00+00:00	SPY	411.7593338012695	410.6031204223633				0	-1.156213378906216			-100	100	0	0	0	0	0	0	0	0	0	False	412.3633321126302	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
413.4859924316406	413.5400085449219	411.5400085449219	411.6400146484375	11255593	2023-04-17 18:30:00+00:00	SPY	412.0306335449219	410.7782699584961				0	-1.2523635864258154			0	0	0	0	100	100	0	0	0	0	0	True	412.3066813151042	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
413.94000244140625	413.9599914550781	413.04998779296875	413.489990234375	13257067	2023-04-17 19:30:00+00:00	SPY	412.191633605957	410.9420196533203				0	-1.2496139526367074			0	0	0	0	0	0	0	0	0	0	0	True	413.79332478841144	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
413.510009765625	415.7200012207031	413.3500061035156	415.2200012207031	12500778	2023-04-18 13:30:00+00:00	SPY	412.3276336669922	411.1072525024414				0	-1.2203811645508154			0	0	0	0	0	0	0	0	0	0	0	False	416.00999959309894	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
413.4901123046875	413.8399963378906	412.92999267578125	413.510009765625	8588090	2023-04-18 14:30:00+00:00	SPY	412.43163909912107	411.2275054931641				0	-1.2041336059569971			0	0	0	0	0	0	0	0	0	0	0	False	413.81334431966144	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.1700134277344	414.19000244140625	412.78021240234375	413.510009765625	5448163	2023-04-18 15:30:00+00:00	SPY	412.5450149536133	411.3630058288574				0	-1.1820091247558935			0	0	0	0	0	0	0	0	0	0	0	True	413.9799397786458	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
413.6700134277344	414.25	413.57000732421875	414.1700134277344	4819630	2023-04-18 16:30:00+00:00	SPY	412.57164001464844	411.48650588989256				0	-1.0851341247558821			0	0	0	0	0	0	0	0	0	0	0	False	414.3966776529948	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.28009033203125	414.4700012207031	413.55999755859375	413.6600036621094	7472371	2023-04-18 17:30:00+00:00	SPY	412.6063949584961	411.6018829345703				0	-1.0045120239257699			100	0	0	0	0	0	0	0	0	0	0	True	413.9633382161458	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.07000732421875	414.489990234375	413.0799865722656	414.2799987792969	8648065	2023-04-18 18:30:00+00:00	SPY	412.63689575195315	411.7035079956055				0	-0.9333877563476562			0	0	0	0	0	0	0	0	0	0	0	False	414.75	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.2099914550781	414.5950012207031	413.9159851074219	414.06988525390625	10403948	2023-04-18 19:30:00+00:00	SPY	412.7304748535156	411.8130081176758				0	-0.9174667358398096			0	0	0	0	0	0	0	0	0	0	0	True	414.2962239583333	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.981201171875	413.07000732421875	412.1600036621094	412.2200012207031	12104817	2023-04-19 13:30:00+00:00	SPY	412.80053558349607	411.8797882080078				0	-0.9207473754882471			0	0	0	0	100	100	0	0	0	0	0	True	412.52333577473956	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
413.2950134277344	413.614990234375	412.8699951171875	412.989990234375	7623517	2023-04-19 14:30:00+00:00	SPY	412.9077865600586	411.9499137878418				0	-0.9578727722167741			0	0	0	0	0	0	0	0	0	0	0	True	413.2383219401042	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
413.8999938964844	413.989990234375	412.9700012207031	413.2900085449219	4664240	2023-04-19 15:30:00+00:00	SPY	413.07228698730466	412.02391586303713				0	-1.0483711242675327			0	0	0	0	100	0	0	0	0	0	0	True	413.6300048828125	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.2699890136719	414.4403076171875	413.8399963378906	413.9049987792969	5728404	2023-04-19 16:30:00+00:00	SPY	413.19128570556643	412.1061653137207				0	-1.0851203918457486			0	0	0	0	0	0	0	0	0	0	0	True	414.1051025390625	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.54998779296875	415.0799865722656	414.010009765625	414.29180908203125	6153018	2023-04-19 17:30:00+00:00	SPY	413.329084777832	412.22741470336916	415.0809865722656		1.0	0	-1.1016700744628452			0	0	0	0	0	0	0	0	0	0	0	True	414.6484680175781	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.5050048828125	414.7749938964844	414.17999267578125	414.55999755859375	6134543	2023-04-19 18:30:00+00:00	SPY	413.42833557128904	412.300789642334				0	-1.127545928955044			0	0	0	0	0	0	0	0	0	0	0	False	414.7583312988281	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.2099914550781	414.635009765625	413.6300048828125	414.5	7771167	2023-04-19 19:30:00+00:00	SPY	413.50133514404297	412.41635208129884				0	-1.0849830627441293			0	0	0	0	0	0	0	0	0	0	0	False	414.8350016276042	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.239990234375	412.510009765625	411.3299865722656	411.3999938964844	14927387	2023-04-20 13:30:00+00:00	SPY	413.5058349609375	412.45910186767577				0	-1.0467330932617074			0	0	0	0	0	0	0	0	0	0	0	True	411.7933349609375	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.2200012207031	412.8399963378906	411.8900146484375	412.2300109863281	6620217	2023-04-20 14:30:00+00:00	SPY	413.5311706542969	412.4848518371582				0	-1.0463188171386832			0	0	0	0	0	0	0	-100	-100	0	0	False	412.5466715494792	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.6400146484375	412.69000244140625	411.80999755859375	412.2099914550781	4980324	2023-04-20 15:30:00+00:00	SPY	413.5638717651367	412.56010208129885				0	-1.0037696838378452			100	0	0	0	100	0	0	0	0	0	0	True	412.5033264160156	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
413.5199890136719	413.6000061035156	412.5450134277344	412.6400146484375	6313911	2023-04-20 16:30:00+00:00	SPY	413.6578704833984	412.708602142334				0	-0.9492683410644531			0	0	0	0	100	0	0	0	0	0	0	True	412.99167887369794	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.4399108886719	413.70001220703125	412.3800048828125	413.5299987792969	7682160	2023-04-20 17:30:00+00:00	SPY	413.60556640625	412.81809997558594				0	-0.7874664306640398			-100	0	0	0	-100	0	0	0	0	0	0	False	413.9700012207031	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
410.3599853515625	412.4700012207031	410.2699890136719	412.42999267578125	14469947	2023-04-20 18:30:00+00:00	SPY	413.4265655517578	412.8090995788574		410.27098901367185	2.0	0	-0.6174659729003906			0	0	0	0	-100	-100	0	0	0	0	0	False	413.163330078125	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.8800048828125	411.95001220703125	410.364990234375	410.3699951171875	12510110	2023-04-20 19:30:00+00:00	SPY	413.3450653076172	412.8363494873047				0	-0.5087158203124886			0	0	0	0	100	100	0	0	0	0	0	True	410.89833577473956	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.07000732421875	412.44000244140625	410.44000244140625	412.19000244140625	15211433	2023-04-21 13:30:00+00:00	SPY	413.27406005859376	412.85284957885744				0	-0.42121047973631676		419.27810026908827	0	0	0	0	0	0	0	0	0	0	0	False	412.85666910807294	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.2799987792969	412.2900085449219	410.1700134277344	412.05999755859375	11978678	2023-04-21 14:30:00+00:00	SPY	413.1295593261719	412.83728713989257				0	-0.2922721862793196		418.74252552803745	0	0	0	0	0	0	0	0	0	0	0	False	412.76666259765625	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.4591979980469	412.0199890136719	410.82000732421875	411.2799987792969	6031670	2023-04-21 15:30:00+00:00	SPY	413.0190185546875	412.79532928466796				0	-0.22368927001951988		418.20695078698657	0	0	0	0	0	0	0	0	0	0	0	True	411.67999267578125	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.5299072265625	412.0150146484375	411.25	411.45001220703125	4763779	2023-04-21 16:30:00+00:00	SPY	412.8815093994141	412.74395217895506				0	-0.13755722045902985		417.67137604593574	0	0	0	0	0	0	0	0	0	0	0	True	411.70501708984375	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.3299865722656	412.67999267578125	411.5199890136719	411.5350036621094	7983212	2023-04-21 17:30:00+00:00	SPY	412.7945083618164	412.71570205688477				0	-0.07880630493161789		417.1358013048849	0	0	0	0	0	0	0	0	0	0	0	True	411.9216715494792	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.82000732421875	412.4750061035156	411.3599853515625	412.3299865722656	8032146	2023-04-21 18:30:00+00:00	SPY	412.6750091552734	412.7027420043945				0	0.02773284912109375		416.60022656383404	0	0	0	0	0	0	0	0	0	0	0	False	412.70166015625	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.18011474609375	412.3800048828125	411.5221862792969	411.8299865722656	11135839	2023-04-21 19:30:00+00:00	SPY	412.63495483398435	412.7177452087402				0	0.08279037475585938		416.0646518227832	0	0	0	0	0	0	0	0	0	0	0	True	412.1159261067708	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.95001220703125	413.0199890136719	411.94000244140625	411.989990234375	9238636	2023-04-24 13:30:00+00:00	SPY	412.6177047729492	412.7627456665039	413.02098901367185		1.0	0	0.1450408935547216		415.52907708173234	0	0	0	0	100	100	0	0	0	0	0	True	412.34998575846356	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.2300109863281	413.0299987792969	411.1199951171875	412.8900146484375	9100631	2023-04-24 14:30:00+00:00	SPY	412.4842056274414	412.778246307373				0	0.2940406799316406		414.9935023406815	0	0	0	0	-100	-100	0	0	0	0	0	False	413.5266825358073	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.3900146484375	411.5199890136719	410.6000061035156	411.2300109863281	6698829	2023-04-24 15:30:00+00:00	SPY	412.3402069091797	412.76574630737304				0	0.42553939819333664		414.4579275996307	0	100	0	0	0	0	0	0	0	0	0	True	411.5366719563802	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
411.7598876953125	411.82000732421875	411.3299865722656	411.3999938964844	4848753	2023-04-24 16:30:00+00:00	SPY	412.20070190429686	412.76489334106446				0	0.5641914367676009		413.9223528585798	0	0	0	0	0	0	0	0	0	0	0	True	411.56333414713544	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.0050048828125	412.3999938964844	411.70001220703125	411.760009765625	7242270	2023-04-24 17:30:00+00:00	SPY	412.07570190429686	412.752018737793				0	0.6763168334961165		413.386778117529	0	0	0	0	0	0	0	0	0	0	0	True	411.9933369954427	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.2900085449219	412.54998779296875	411.70001220703125	412.0199890136719	6889667	2023-04-24 18:30:00+00:00	SPY	411.9797027587891	412.740518951416				0	0.760816192626919	1.0	412.8512033764781	0	0	0	0	0	0	0	0	0	0	0	True	412.3033142089844	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.6300048828125	412.6400146484375	411.8999938964844	412.2980041503906	13654861	2023-04-24 19:30:00+00:00	SPY	411.99920349121095	412.75251922607424				0	0.7533157348632926	1.0	412.3156286354273	0	0	0	0	0	0	0	0	0	0	0	True	412.544677734375	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
409.6700134277344	411.1600036621094	409.4200134277344	410.5799865722656	14776636	2023-04-25 13:30:00+00:00	SPY	411.8717041015625	412.70143737792966				0	0.8297332763671648		411.78005389437646	0	0	0	0	0	0	0	0	0	0	0	False	411.1599833170573	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
409.5799865722656	410.4100036621094	409.1300048828125	409.5400085449219	8502450	2023-04-25 14:30:00+00:00	SPY	411.7187026977539	412.6412872314453				0	0.9225845336914062		411.2444791533256	0	0	0	0	0	0	0	0	0	0	0	True	409.9666748046875	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
408.9097900390625	409.5799865722656	408.8399963378906	409.57501220703125	8267176	2023-04-25 15:30:00+00:00	SPY	411.4881927490234	412.5730316162109				0	1.0848388671875		410.70890441227476	0	0	0	0	-100	-100	0	0	0	0	0	False	409.82167561848956	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
407.5249938964844	409.010009765625	406.9700012207031	408.8900146484375	10174688	2023-04-25 16:30:00+00:00	SPY	411.24244689941406	412.424006652832				0	1.1815597534179574		410.17332967122394	0	0	0	0	0	0	0	0	0	0	0	False	409.5700174967448	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
407.19000244140625	407.54998779296875	406.57501220703125	407.5199890136719	10110793	2023-04-25 17:30:00+00:00	SPY	411.0839477539063	412.25525665283203				0	1.1713088989257585		409.63775493017306	0	0	0	0	0	0	0	0	0	0	0	False	407.84498087565106	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
406.8999938964844	407.42999267578125	406.510009765625	407.19000244140625	9613547	2023-04-25 18:30:00+00:00	SPY	410.83494720458987	412.0900062561035				0	1.2550590515136264		409.10218018912224	0	0	0	0	0	0	0	0	0	0	0	False	407.4966634114583	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
406.1199951171875	407.1499938964844	406.0199890136719	406.9100036621094	18452837	2023-04-25 19:30:00+00:00	SPY	410.5374465942383	411.905753326416				0	1.3683067321777003		408.56660544807136	0	0	0	0	-100	0	0	0	0	0	0	False	407.2866719563802	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
405.3800048828125	407.2699890136719	405.0199890136719	406.7200012207031	13887659	2023-04-26 13:30:00+00:00	SPY	410.24244689941406	411.68600311279295				0	1.4435562133788835		408.03103070702053	0	0	0	0	0	0	0	0	0	0	0	False	407.4700012207031	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
407.1499938964844	407.54998779296875	405.3450012207031	405.3800048828125	11482367	2023-04-26 14:30:00+00:00	SPY	410.02698669433596	411.5230026245117				0	1.4960159301757585		407.4954559659697	0	0	0	0	0	0	0	0	0	0	0	True	406.11500040690106	True		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
407.1300048828125	407.8399963378906	406.7900085449219	407.1499938964844	6358069	2023-04-26 15:30:00+00:00	SPY	409.80699157714844	411.34425048828126				0	1.5372589111328239		406.95988122491883	0	0	0	0	0	0	0	0	0	0	0	False	407.49998982747394	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
406.25	407.159912109375	406.05999755859375	407.1300964355469	6705341	2023-04-26 16:30:00+00:00	SPY	409.5029922485352	411.1487503051758				0	1.6457580566406023		406.424306483868	0	0	0	0	0	0	0	0	0	0	0	False	407.4967346191406	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
405.30499267578125	406.4200134277344	404.5849914550781	406.25	8731695	2023-04-26 17:30:00+00:00	SPY	409.17724151611327	410.92612533569337				0	1.7488838195801009		405.8887317428172	0	0	0	0	0	0	0	0	0	0	0	False	406.86167399088544	False		-1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
404.29010009765625	405.3299865722656	403.95001220703125	405.30499267578125	10218165	2023-04-26 18:30:00+00:00	SPY	408.7827407836914	410.7088478088379		403.9510122070312	2.0	1	1.9261070251465071	1.0	405.3531570017663	0	0	0	0	0	0	0	0	0	0	0	False	405.7649841308594	False	1.0	0	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
404.3699951171875	404.9599914550781	403.7799987792969	404.30999755859375	12991052	2023-04-26 19:30:00+00:00	SPY	408.3537399291992	410.48572235107423				0	2.1319824218750227		404.8175822607155	0	0	0	0	0	0	0	100	100	0	0	True	404.7033284505208	False		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
408.19000244140625	408.510009765625	406.739990234375	407.0	16708301	2023-04-27 13:30:00+00:00	SPY	408.2017395019531	410.3429725646973				0	2.1412330627441634		404.2820075196646	0	0	0	0	0	0	0	0	0	0	0	True	407.5900065104167	True		1	9468747.710526315	-0.5355747410508452	0.9944163587085413	3.0	3.0	406.742990234375	1
408.7900085449219	408.95550537109375	407.45001220703125	408.19500732421875	8938361	2023-04-27 14:30:00+00:00	SPY	408.07173919677734	410.2059730529785				0	2.134233856201149		403.7464327786138	0	0	0	0	0	0	0	0	0	0	0	True	408.69683837890625	True		1	9468747.710526315	-0.5355747410508452	0.9944163587085413	3.0			1
409.5188903808594	409.67999267578125	408.5	408.7900085449219	8136710	2023-04-27 15:30:00+00:00	SPY	407.9596893310547	410.08019561767577				0	2.1205062866210938		403.21085803756296	0	0	0	0	0	0	0	0	0	0	0	True	409.18333943684894	True		1	9468747.710526315	-0.5355747410508452	0.9944163587085413	3.0			1
410.0799865722656	410.1199951171875	409.3999938964844	409.5150146484375	5414420	2023-04-27 16:30:00+00:00	SPY	407.86343841552736	409.9695701599121				0	2.1061317443847543		402.6752832965121	0	0	0	0	0	0	0	0	0	0	0	True	409.75501505533856	True		1	9468747.710526315	-0.5355747410508452	0.9944163587085413	3.0			1
411.69000244140625	411.79998779296875	410.07000732421875	410.0799865722656	10111650	2023-04-27 17:30:00+00:00	SPY	407.83343811035155	409.9065704345703				0	2.0731323242187614			0	0	0	0	100	100	0	0	0	0	0	True	410.6566467285156	True		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.3349914550781	412.69000244140625	411.54998779296875	411.69500732421875	13407715	2023-04-27 18:30:00+00:00	SPY	407.81868743896484	409.90894546508787				0	2.090258026123024			0	0	0	0	0	0	0	0	0	0	0	True	412.07501220703125	True		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
412.4200134277344	412.6499938964844	412.1099853515625	412.3299865722656	16071518	2023-04-27 19:30:00+00:00	SPY	407.95618743896483	409.9139457702637				0	1.9577583312988622			0	0	0	0	0	0	0	0	0	0	0	True	412.50998942057294	False		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.70001220703125	414.80999755859375	411.7200012207031	411.9100036621094	19085702	2023-04-28 13:30:00+00:00	SPY	408.2121887207031	409.9654457092285				0	1.7532569885253793			0	0	0	0	100	0	0	0	0	0	0	True	412.94000244140625	True		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
413.7499084472656	414.79998779296875	412.30999755859375	414.69500732421875	12753255	2023-04-28 14:30:00+00:00	SPY	408.4541946411133	409.97119369506834				0	1.5169990539550327			0	0	0	0	0	0	0	0	0	0	0	False	415.52500406901044	False		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.94500732421875	415.1091003417969	413.7449951171875	413.7449951171875	6810869	2023-04-28 15:30:00+00:00	SPY	408.8251953125	410.03382110595703				0	1.2086257934570312			100	0	0	0	0	0	0	0	0	0	0	True	414.19969685872394	True		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
415.44989013671875	415.5400085449219	414.55999755859375	414.95001220703125	4994043	2023-04-28 16:30:00+00:00	SPY	409.2381896972656	410.16106872558595				0	0.9228790283203239			0	0	0	0	0	0	0	0	0	0	0	True	415.2766825358073	True		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.7799987792969	415.5450134277344	414.54998779296875	415.44500732421875	8666777	2023-04-28 17:30:00+00:00	SPY	409.63218994140624	410.233568572998				0	0.6013786315917855			0	0	0	0	0	0	0	0	0	0	0	False	415.7766825358073	False		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
414.9200134277344	415.5799865722656	414.1099853515625	414.7900085449219	10254133	2023-04-28 18:30:00+00:00	SPY	410.0721908569336	410.30481872558596				0	0.23262786865234375			0	0	0	0	0	0	0	0	0	0	0	True	415.28000895182294	False		1	9468747.710526315	-0.5355747410508452	0.9944163587085413				1
