fecha	open	high	low	close	volume	companyName	fecha2
2022-12-01 14:00:00	407.1049	408.16	406.38	407.938	5021690	SPY	2022-12-01 15:00:00
2022-12-01 13:00:00	407.31	408.04	406.27	407.1115	4464985	SPY	2022-12-01 14:00:00
2022-12-01 12:00:00	406.84	407.65	405.52	407.31	4813657	SPY	2022-12-01 13:00:00
2022-12-01 11:00:00	407.59	407.645	405.9	406.83	5897047	SPY	2022-12-01 12:00:00
2022-12-01 10:00:00	409.14	410.0	404.75	407.59	13431825	SPY	2022-12-01 11:00:00
2022-12-01 09:00:00	408.71	409.72	408.16	409.0928	7801246	SPY	2022-12-01 10:00:00
2022-12-01 08:00:00	407.94	409.74	406.85	408.78	1436835	SPY	2022-12-01 09:00:00
2022-12-01 07:00:00	407.3	407.91	407.14	407.91	359749	SPY	2022-12-01 08:00:00
2022-12-01 06:00:00	406.91	407.36	406.8	407.25	111574	SPY	2022-12-01 07:00:00
2022-12-01 05:00:00	407.1	407.4	406.88	406.91	40912	SPY	2022-12-01 06:00:00
2022-12-01 04:00:00	407.46	407.8	406.58	407.07	86278	SPY	2022-12-01 05:00:00
2022-11-30 19:00:00	408.27	408.45	407.9	408.0	192658	SPY	2022-11-30 20:00:00
2022-11-30 18:00:00	408.39	408.7	407.81	408.27	186010	SPY	2022-11-30 19:00:00
2022-11-30 17:00:00	408.35	408.51	408.13	408.35	244205	SPY	2022-11-30 18:00:00
2022-11-30 16:00:00	407.46	408.45	405.66	408.41	9279741	SPY	2022-11-30 17:00:00
2022-11-30 15:00:00	403.26	407.55	403.06	407.47	36760464	SPY	2022-11-30 16:00:00
2022-11-30 14:00:00	399.72	403.49	399.68	403.26	17759547	SPY	2022-11-30 15:00:00
